titulo;url;letra;views;composicao
You Belong With Me;https://www.letras.mus.br/taylor-swift/1372185/;You're on the phone with your girlfriend, she's upsetShe's going off about something that you said'Cause she doesn't get your humor like I doI'm in my room, it's a typical Tuesday nightI'm listening to the kind of music she doesn't likeAnd she'll never know your story like I do'Cause she wears short skirts, I wear t-shirtsShe's cheer captain and I'm on the bleachersDreaming 'bout the day when you wake up and findThat what you're looking for has been here the whole timeIf you could see that I'm the one who understands youBeen here all along, so why can't you see?You belong with meYou belong with meWalking in the streets with you and your worn-out jeansI can't help thinking this is how it ought to beLaughing on a park bench thinking to myselfHey, isn't this easy?And you've got a smile that could light up this whole townI haven't seen it in a while since she brought you downYou say you're fine, I know you better than thatHey, what ya doing with a girl like that?She wears high heels, I wear sneakersShe's cheer captain and I'm on the bleachersDreaming about the day when you wake up and findThat what you're looking for has been here the whole timeIf you could see that I'm the one who understands youBeen here all along, so why can't you see?You belong with meStanding by and waiting at your backdoorAll this time how could you not know, baby?You belong with meYou belong with meOh, I remember you driving to my houseIn the middle of the nightI'm the one who makes you laughWhen you know you're about to cryI know your favorite songsAnd you tell me about your dreamsThink I know where you belongThink I know it's with meCan't you see that I'm the one who understands you?Been here all along, so why can't you see?You belong with meStanding by and waiting at your backdoorAll this time how could you not know, baby?You belong with meYou belong with meYou belong with meHave you ever thought just maybeYou belong with meYou belong with me;4.054.210;Liz Rose / Taylor Swift
All Too Well (10 Minute Version);https://www.letras.mus.br/taylor-swift/all-too-well-10-minute-version-taylors-version-from-the-vault/;I walked through the door with you, the air was coldBut somethin' 'bout it felt like home somehowAnd I left my scarf there at your sister's houseAnd you've still got it in your drawer, even nowOh, your sweet disposition and my wide-eyed gazeWe're singin' in the car, getting lost upstateAutumn leaves fallin' down like pieces into placeAnd I can picture it after all these daysAnd I know it's long gone andThat magic's not here no moreAnd I might be okay, but I'm not fine at allOh, oh, oh'Causе there we arе again on that little town streetYou almost ran the red 'cause you were lookin' over at meWind in my hair, I was thereI remember it all too wellPhoto album on the counterYour cheeks were turnin' redYou used to be a little kid with glasses in a twin-sized bedAnd your mother's tellin' stories 'bout you on the tee-ball teamYou taught me 'bout your past thinkin' your future was meAnd you were tossing me the car keysFuck The Patriarchy keychain on the groundWe were always skippin' townAnd I was thinkin' on the drive down: Any time nowHe's gonna say it's loveYou never called it what it wasTill we were dead and gone and buriedCheck the pulse and come back swearing, it's the sameAfter three months in the graveAnd then you wondered where it went to as I reached for youBut all I felt was shameAnd you held my lifeless frameAnd I know it's long gone andThere was nothing else I could doAnd I forget about you long enoughTo forget why I needed to'Cause there we are again in the middle of the nightWe're dancin' 'round the kitchen in the refrigerator lightDown the stairs, I was thereI remember it all too wellAnd there we are again when nobody had to knowYou kept me like a secret, but I kept you like an oathSacred prayer and we'd swearTo remember it all too well, yeahWell, maybe we got lost in translationMaybe I asked for too muchBut maybe this thing was a masterpiece till you tore it all upRunnin' scared, I was thereI remember it all too wellAnd you call me up again just to break me like a promiseSo casually cruel in the name of bein' honestI'm a crumpled-up piece of paper lyin' here'Cause I remember it all, all, allThey say all's well that ends wellBut I'm in a new hell every timeYou double-cross my mindYou said if we had been closer in ageMaybe it would've been fineAnd that made me want to dieThe idea you had of me, who was she?A never-needy, ever-lovely jewelWhose shine reflects on youNot weepin' in a party bathroomSome actress askin' me what happened: YouThat's what happened: YouYou who charmed my dad with self-effacing jokesSippin' coffee like you're on a late-night showBut then he watched me watch the front door all nightWillin' you to comeAnd he said: It's supposed to be funTurning twenty-oneTime won't fly, it's like I'm paralyzed by itI'd like to be my old self againBut I'm still tryin' to find itAfter plaid shirt days and nights when you made me your ownNow you mail back my things and I walk home aloneBut you keep my old scarf from that very first week'Cause it reminds you of innocence and it smells like meYou can't get rid of it'Cause you remember it all too well, yeah'Cause there we are again when I loved you soBack before you lost the one real thing you've ever knownIt was rare, I was thereI remember it all too wellWind in my hair, you were thereYou remember it allDown the stairs, you were thereYou remember it allIt was rare, I was thereI remember it all too wellAnd I was never good at tellin' jokes, but the punch line goesI'll get older, but your lovers stay my ageFrom when your Brooklyn broke my skin and bonesI'm a soldier who's returning half her weightAnd did the twin flame bruise paint you blue?Just between us, did the love affair maim you too?'Cause in this city's barren coldI still remember the first fall of snowAnd how it glistened as it fellI remember it all too wellJust between us, did the love affair maim you all too well?Just between us, do you remember it all too well?Just between us (just between us) I remember it all too well (wind in my hair)(I was there, I was there)(Down the stairs, I was there, I was there)(Sacred prayer, I was there, I was there)(It was rare, you remember it all too well)(Wind in my hair, I was there, I was there)(Down the stairs, I was there, I was there)(Sacred prayer, I was there, I was there)(It was rare, you remember it all too well)(Wind in my hair, I was there, I was there)(Down the stairs, I was there, I was there)(Sacred prayer, I was there, I was there)(It was rare, you remember it)(Wind in my hair, I was there, I was there)(Down the stairs, I was there, I was there)(Sacred prayer, I was there, I was there);3.583.887;Liz Rose / Taylor Swift
Blank Space;https://www.letras.mus.br/taylor-swift/blank-spaces/;Nice to meet you, where you been?I could show you incredible thingsMagic, madness, heaven, sinSaw you there and I thoughtOh, my God, look at that face!You look like my next mistakeLove's a game, wanna play?New money, suit and tieI can read you like a magazineAin't it funny? Rumors flyAnd I know you heard about meSo hey, let's be friendsI'm dying to see how this one endsGrab your passport and my handI can make the bad guys good for a weekendSo it's gonna be foreverOr it's gonna go down in flames?You can tell me when it's overIf the high was worth the painGot a long list of ex-loversThey'll tell you I'm insane'Cause you know I love the playersAnd you love the game'Cause we're young and we're recklessWe'll take this way too farIt'll leave you breathlessOr with a nasty scarGot a long list of ex-loversThey'll tell you I'm insaneBut I've got a blank space, babyAnd I'll write your nameCherry lips, crystal skiesI could show you incredible thingsStolen kisses, pretty liesYou're the King, baby, I'm your QueenFind out what you wantBe that girl for a monthWait, the worst is yet to come, oh noScreaming, crying, perfect stormsI can make all the tables turnRose garden filled with thornsKeep you second guessing likeOh, my God, who is she?I get drunk on jealousyBut you'll come back each time you leave'Cause, darling, I'm a nightmare dressed like a daydreamSo it's gonna be foreverOr it's gonna go down in flames?You can tell me when it's overIf the high was worth the painGot a long list of ex-loversThey'll tell you I'm insane'Cause you know I love the playersAnd you love the game'Cause we're young and we're recklessWe'll take this way too farIt'll leave you breathlessOr with a nasty scarGot a long list of ex-loversThey'll tell you I'm insaneBut I've got a blank space, babyAnd I'll write your nameBoys only want love if it's tortureDon't say I didn't say, I didn't warn yaBoys only want love if it's tortureDon't say I didn't say, I didn't warn yaSo it's gonna be foreverOr it's gonna go down in flames?You can tell me when it's overIf the high was worth the painGot a long list of ex-loversThey'll tell you I'm insane'Cause you know I love the playersAnd you love the game'Cause we're young and we're recklessWe'll take this way too farIt'll leave you breathlessOr with a nasty scarGot a long list of ex-loversThey'll tell you I'm insaneBut I've got a blank space, babyAnd I'll write your name;4.653.993;Max Martin / Shellback / Taylor Swift
Cruel Summer;https://www.letras.mus.br/taylor-swift/cruel-summer/;(Yeah, yeah, yeah, yeah)Fever dream high in the quiet of the nightYou know that I caught it (oh, yeah, you're right, I want it)Bad, bad boy, shiny toy with a priceYou know that I bought it (oh, yeah, you're right, I want it)Killing me slow, out the windowI'm always waiting for you to be waiting belowDevils roll the dice, angels roll their eyesWhat doesn't kill me makes me want you moreAnd it's new, the shape of your bodyIt's blue, the feeling I've gotAnd it's ooh, whoa ohIt's a cruel summerIt's cool, that's what I tell 'emNo rules in breakable heavenBut ooh, whoa ohIt's a cruel summerWith youHang your head low in the glow of the vending machineI'm not dying (oh, yeah, you're right, I want it)You say that we'll just screw it up in these trying timesWe're not trying (oh, yeah, you're right, I want it)So cut the headlights, summer's a knifeI'm always waiting for you just to cut to the boneDevils roll the dice, angels roll their eyesAnd if I bleed, you'll be the last to knowOh, it's new, the shape of your bodyIt's blue, the feeling I've gotAnd it's ooh, whoa ohIt's a cruel summerIt's cool, that's what I tell 'emNo rules in breakable heavenBut ooh, whoa ohIt's a cruel summerWith youI'm drunk in the back of the carAnd I cried like a baby coming home from the bar (oh)Said I'm fine, but it wasn't trueI don't wanna keep secrets just to keep youAnd I snuck in through the garden gateEvery night that summer, just to seal my fate (oh)And I scream for whatever it's worthI love you, ain't that the worst thing you ever heard?He looks up, grinning like a devilAnd it's new, the shape of your bodyIt's blue, the feeling I've gotAnd it's ooh, whoa ohIt's a cruel summerIt's cool, that's what I tell 'emNo rules in breakable heavenBut ooh, whoa ohIt's a cruel summerWith youI'm drunk in the back of the carAnd I cried like a baby coming home from the bar (oh)Said I'm fine, but it wasn't trueI don't wanna keep secrets just to keep youAnd I snuck in through the garden gateEvery night that summer, just to seal my fate (oh)And I scream for whatever it's worthI love you, ain't that the worst thing you ever heard?(Yeah, yeah, yeah, yeah);1.385.852;Annie Clark / Jack Antonoff / Taylor Swift
Enchanted;https://www.letras.mus.br/taylor-swift/1763892/;There I was again tonightForcing laughter, faking smilesSame old tired, lonely placeWalls of insincerityShifting eyes and vacancyVanished when I saw your faceAll I can say is it wasEnchanting to meet youYour eyes whispered: Have we met?'Cross the room your silhouetteStarts to make its way to meThe playful conversation startsCounter all your quick remarks likePassing notes in secrecyAnd it wasEnchanting to meet youAll I can say is I wasEnchanted to meet youThis night is sparklingDon't you let it goI'm wonderstruckBlushing all the way homeI'll spend foreverWondering if you knewI was enchanted to meet youThe lingering question kept me up2 AM, who do you love?I wonder till I'm wide awakeAnd now I'm pacing back and forthWishing you were at my door, I'dOpen up and you would sayHey, it was enchanting to meet youAll I know is I wasEnchanted to meet youThis night is sparklingDon't you let it goI'm wonderstruckBlushing all the way homeI'll spend foreverWondering if you knewThis night is flawlessDon't you let it goI'm wonderstruckDancing around all aloneI'll spend foreverWondering if you knewI was enchanted to meet youThis is me praying thatThis was the very first pageNot where the storyline endsMy thoughts will echo your nameUntil I see you againThese are the words I held backAs I was leaving too soonI was enchanted to meet youPlease, don't be in love with someone elsePlease, don't have somebody waiting on youPlease, don't be in love with someone elsePlease, don't have somebody waiting on you (oh)This night is sparklingDon't you let it goI'm wonderstruckBlushing all the way homeI'll spend foreverWondering if you knewThis night is flawlessDon't you let it goI'm wonderstruckDancing around all aloneI'll spend foreverWondering if you knewI was enchanted to meet youPlease, don't be in love with someone elsePlease, don't have somebody waiting on you;1.912.779;Taylor Swift
How Did It End?;https://www.letras.mus.br/taylor-swift/how-did-it-end/;(Uh-uh, uh-uh)We hereby conduct this post-mortemHe was a hothouse flower to my outdoorsmenOur maladies were such we could not cure themAnd so a touch that was my birth right became foreignCome one, come all, it's happening againThe empathetic hunger descendsWill tell no one, except all of our friendsWe must know: How did it end?(Uh-uh, uh-uh)We were blind to unforeseen circumstancesWe learned the right steps to diffеrent dancesAnd fell victim to intеrlopers' glancesLost the game of chance, what are the chances?Soon they'll go home to their husbandsSmug 'cause they know they can trust himThen feverishly calling their cousins (oh, oh)Guess who we ran into at the shops?Walking in circles like she was lostDidn't you hear? They called it all offOne gasp, and then: How did it end?Say it once again with feeling how the death rattle breathingSilenced as the soul was leavingThe deflation of our dreamingLeaving me bereft and reelingMy beloved ghost and meSitting in a treeD-Y-I-N-GIt's happening againHow did it end?I can't pretend like I understandHow did it end?Come one, come all, it's happening againThe empathetic hunger descendsWill tell no one, except all of our friendsBut I still don't know: How did it end?;180.576;Aaron Dessner / Taylor Swift
The Way I Loved You;https://www.letras.mus.br/taylor-swift/1375144/;He is sensible and so incredibleAnd all my single friends are jealousHe says everything I need to hearAnd it's like I couldn't ask for anything betterHe opens up my door and I get into his carAnd he says: You look beautiful tonightAnd I feel perfectly fineBut I miss screaming and fighting and kissing in the rainAnd it's 2AM and I'm cursing your nameSo in love that you act insaneAnd that's the way I loved youBreakin' down and coming undoneIt's a roller coaster kinda rushAnd I never knew I could feel that muchAnd that's the way I loved youHe respects my space and never makes me waitAnd he calls exactly when he says he willHe's close to my mother, talks business with my fatherHe's charming and endearing, and I'm comfortableBut I miss screaming and fighting and kissing in the rainAnd it's 2AM and I'm cursing your nameSo in love that you act insaneAnd that's the way I loved youBreakin' down and coming undoneIt's a roller coaster kinda rushAnd I never knew I could feel that muchAnd that's the way I loved youHe can't see the smile I'm fakingAnd my heart's not breaking'Cause I'm not feeling anything at allAnd you were wild and crazyJust so frustratingIntoxicating, complicatedGot away by some mistake and nowI miss screaming and fighting and kissing in the rainIt's 2AM and I'm cursing your nameSo in love that I acted insaneAnd that's the way I loved youBreakin' down and coming undoneIt's a roller coaster kinda rushAnd I never knew I could feel that muchAnd that's the way I loved youOh, and that's the way I loved youNever knew I could feel that muchAnd that's the way I loved you;856.539;Taylor Swift / John Rich
You're On Your Own, Kid;https://www.letras.mus.br/taylor-swift/youre-on-your-own-kid/;Summer went away, still, the yearning staysI play it cool with the best of themI wait patiently, he's gonna notice meIt's okay, we're the best of friendsAnywayI hear it in your voice, you're smoking with your boysI touch my phone as if it's your faceI didn't choose this town, I dream of getting outThere's just one who could make me stayAll my daysFrom sprinkler splashes to fireplace ashesI waited ages to see you thereI searched the party of better bodiesJust to learn that you never caredYou're on your own, kidYou always have beenI see the great escape, so long, Daisy MaeI picked the petals, he loves me notSomething different bloomed, writing in my roomI play my songs in the parking lotI'll run awayFrom sprinkler splashes to fireplace ashesI called a taxi to take me thereI searched the party of better bodiesJust to learn that my dreams aren't rareYou're on your own, kidYou always have beenFrom sprinkler splashes to fireplace ashesI gave my blood, sweat, and tears for thisI hosted parties and starved my bodyLike I'd be saved by a perfect kissThe jokes weren't funny, I took the moneyMy friends from home don't know what to sayI looked around in a blood-soaked gownAnd I saw something they can't take away'Cause there were pages turned with the bridges burnedEverything you lose is a step you takeSo, make the friendship bracelets, take the moment and taste itYou've got no reason to be afraidYou're on your own, kidYeah, you can face thisYou're on your own, kidYou always have been;738.861;Taylor Swift / Jack Antonoff
22;https://www.letras.mus.br/taylor-swift/22-2/;It feels like a perfect nightTo dress up like hipstersAnd make fun of our exesAh, ah, ah, ahIt feels like a perfect nightFor breakfast at midnightTo fall in love with strangersAh, ah, ah, ahYeahWe're happy, free, confused and lonely at the same timeIt's miserable and magicalOh, yeahTonight's the night when we forget about the deadlinesIt's time, oh, ohI don't know about youBut I'm feeling twenty-twoEverything will be alrightIf you keep me next to youYou don't know about meBut I'll bet you want toEverything will be alrightIf we just keep dancing like we'reTwenty-two, ooh, oohTwenty-two, ooh, ooh, oohIt seems like one of those nightsThis place is too crowdedToo many cool kidsAh, ah, ah, ah (who's Taylor Swift anyway? Ew)It seems like one of those nightsWe ditch the whole sceneAnd end up dreamingInstead of sleepingYeahWe're happy, free, confused and lonely in the best wayIt's miserable and magicalOh, yeahTonight's the night when we forget about the heartbreaksIt's time, oh, ohI don't know about youBut I'm feeling twenty-twoEverything will be alrightIf you keep me next to youYou don't know about meBut I'll bet you want toEverything will be alrightIf we just keep dancing like we'reTwenty-two, ooh, oohTwenty-two, ooh, ooh, ooh(I don't know about you)Twenty-two, ooh, oohTwenty-two, ooh, ooh, ooh(It feels like one of those nights)We ditch the whole scene(It feels like one of those nights)We won't be sleeping(It feels like one of those nights)You look like bad newsI gotta have youI gotta have youOoh, oohEh, eh, eh, yeahI don't know about youBut I'm feeling twenty-twoEverything will be alrightIf you keep me next to youYou don't know about me (you don't know about me)But I'll bet you want toEverything will be alrightIf we just keep dancing like we're (dance like we're twenty-two)Twenty-two, ooh, oohTwenty-two, ooh, ooh, ooh(Dancing like)Twenty-two, ooh, ooh (yeah, yeah, eh, yeah, yeah, eh)Twenty-two, ooh, ooh, ooh(It feels like one of those nights)We ditch the whole scene(It feels like one of those nights)We won't be sleeping(It feels like one of those nights)You look like bad newsI gotta have youI gotta have you;1.762.817;Max Martin / Shellback / Taylor Swift
Style;https://www.letras.mus.br/taylor-swift/style/;MidnightYou come and pick me up, no headlightsA long driveCould end in burning flames or paradiseFade into view, ohIt's been a while since I have even heard from you(Heard from you)And I should just tell you to leave, 'cause IKnow exactly where it leads, but IWatch us go 'round and 'round each timeYou got that James Dean daydream look in your eyeAnd I got that red lip, classic thing that you likeAnd when we go crashing down, we come back every time'Cause we never go out of styleWe never go out of styleYou got that long hair, slicked back, white t-shirtAnd I got that good girl faith and a tight little skirtAnd when we go crashing down, we come back every time'Cause we never go out of styleWe never go out of styleSo it goesHe can't keep his wild eyes on the roadTakes me homeThe lights are off, he's taking off his coatI say: I heard, ohThat you've been out and about with some other girl(Some other girl)He says: What you heard is true, but ICan't stop thinking about you, and II said: I've been there too, a few times'Cause you got that James Dean daydream look in your eyeAnd I got that red lip, classic thing that you likeAnd when we go crashing down, we come back every time'Cause we never go out of styleWe never go out of styleYou got that long hair, slicked back, white t-shirtAnd I got that good girl faith and a tight little skirt (a tight little skirt)And when we go crashing down, we come back every time'Cause we never go out of style (we never go, we never go)We never go out of styleTake me homeJust take me homeYeah, just take me homeOh, oh, oh(Out of style)You got that James Dean daydream look in your eyeAnd I got that red lip, classic thing that you likeAnd when we go crashing down, we come back every time (and when we go)'Cause we never go out of styleWe never go out of style;2.495.692;Ali Payami / Max Martin / Shellback / Taylor Swift
22;https://www.letras.mus.br/taylor-swift/22-2/;It feels like a perfect nightTo dress up like hipstersAnd make fun of our exesAh, ah, ah, ahIt feels like a perfect nightFor breakfast at midnightTo fall in love with strangersAh, ah, ah, ahYeahWe're happy, free, confused and lonely at the same timeIt's miserable and magicalOh, yeahTonight's the night when we forget about the deadlinesIt's time, oh, ohI don't know about youBut I'm feeling twenty-twoEverything will be alrightIf you keep me next to youYou don't know about meBut I'll bet you want toEverything will be alrightIf we just keep dancing like we'reTwenty-two, ooh, oohTwenty-two, ooh, ooh, oohIt seems like one of those nightsThis place is too crowdedToo many cool kidsAh, ah, ah, ah (who's Taylor Swift anyway? Ew)It seems like one of those nightsWe ditch the whole sceneAnd end up dreamingInstead of sleepingYeahWe're happy, free, confused and lonely in the best wayIt's miserable and magicalOh, yeahTonight's the night when we forget about the heartbreaksIt's time, oh, ohI don't know about youBut I'm feeling twenty-twoEverything will be alrightIf you keep me next to youYou don't know about meBut I'll bet you want toEverything will be alrightIf we just keep dancing like we'reTwenty-two, ooh, oohTwenty-two, ooh, ooh, ooh(I don't know about you)Twenty-two, ooh, oohTwenty-two, ooh, ooh, ooh(It feels like one of those nights)We ditch the whole scene(It feels like one of those nights)We won't be sleeping(It feels like one of those nights)You look like bad newsI gotta have youI gotta have youOoh, oohEh, eh, eh, yeahI don't know about youBut I'm feeling twenty-twoEverything will be alrightIf you keep me next to youYou don't know about me (you don't know about me)But I'll bet you want toEverything will be alrightIf we just keep dancing like we're (dance like we're twenty-two)Twenty-two, ooh, oohTwenty-two, ooh, ooh, ooh(Dancing like)Twenty-two, ooh, ooh (yeah, yeah, eh, yeah, yeah, eh)Twenty-two, ooh, ooh, ooh(It feels like one of those nights)We ditch the whole scene(It feels like one of those nights)We won't be sleeping(It feels like one of those nights)You look like bad newsI gotta have youI gotta have you;1.762.817;Max Martin / Shellback / Taylor Swift
A Message From Taylor;https://www.letras.mus.br/taylor-swift/a-message-from-taylor/;Musically and lyrically, RedResembled a heart-broken personIt was all over the placeA fractured mosaic of feelings thatSomehow all fit together in the endHappy, free, confused, lonelyDevastated, euphoric, wildAnd tortured by memories pastThese are the original thirty songsThat were meant for RedI love you guys;4.639;Taylor Swift
A Perfectly Good Heart;https://www.letras.mus.br/taylor-swift/1154656/;Why would you want to breakA perfectly good heart?And why would you want to takeOur love and tear it all apart now?Why would you want to makeThe very first scar?Why would you want to breakA perfectly good heart?Maybe I should've seen the signsShould've read the writing on the wallAnd realized by the distance in your eyesThat I would be the one to fallNo matter what you sayI still can't believeThat you would walk awayIt don't make sense to me, butWhy would you want to breakA perfectly good heart?Why would you want to takeOur love and tear it all apart now?Why would you want to makeThe very first scar?Why would you want to breakA perfectly good heart?It's not unbroken anymoreHow do I get it back the way it was before?Why would you want to breakA perfectly good heart?Why would you want to takeOur love and tear it all apart now?Why would you want to makeThe very first scar?Why would you want to breakWhy would you want to break it?Why would you want to breakA perfectly good heart?Why would you want to takeOur love and tear it all apart now?Why would you want to makeThe very first scar?Why would you want to breakA perfectly good heart?Huuum;225.512;Taylor Swift / Brett James / Troy Verges
