titulo;url;letra;views;composicao;extracted_at
Samurai (versión en español);https://www.letras.mus.br/djavan/samurai-version-en-espanol/;¡Ay! Cuanto querer cabe en mi corazón¡Ay! Me hace sufrirCasi me mataY si no mata, hiere¡Ay! Sin avisar un golpe matadorVa alrededorComo una plagaQue me abrasa de fiebreLa luz lunar encenderá la negra noche de pasiónQuise luchar contra el más puro amorCaí a los pies del vencedor para ser el servidorDe un samuráiMe siento tan felizDicen que el amor atrae;12.147;Sabe de quem é a composição? Envie pra gente.;2025-09-07 12:34:07
Se Acontecer;https://www.letras.mus.br/djavan/89234/;As estrelas brilham sem saber,Mas cada vez melhorPois foi só você aparecerTodas desceram pra verVocê brilhar de cor.O que mais chamou minha atenção?Sua expressão sutilIsso eu já não posso esquecerPorque não foi só visão,O coração sentiu.A tenda da noite enche de sombraUm sonhar vazioPercorri tantas fontes até ver vocêSair do nada pros meus horizontesQue a manhã pura e sãCom as mãos de jasmim vá roçar seu rostoPro amor ardente despertar por mimDeus é pai, vai saberSe acontecer, serei seu até o fim!Em tempo de chuva, que chova:Eu não largo da sua mão!Nem que caia um raioEu saio sem você na imaginação.;99.844;Djavan;2025-09-07 12:34:07
Se Não Vira Jazz;https://www.letras.mus.br/djavan/se-nao-vira-jazz/;Pra conversar, brigar, beijarEu to pronto pra tudoNão quero nadaSem soluçãoViver é mais que bom demaisQuando o amorTá inclusoÉ um abusoDe perfeiçãoEu te quero sãComo uma florNo ardor do calor da manhãPra que lamentarO que a gente não fez?PassouAgora é outra vezPra se ligar, pra discutirComo reconstruir nossa pazE o ideal de um larBrilhar de novoSe não vira jazzPra conversar, brigar, beijarEu to pronto pra tudoNão quero nadaSem soluçãoViver é mais que bom demaisQuando o amorTá inclusoÉ um abusoDe perfeiçãoA noite a passear pela brumaVerá em cada colinaO quanto eu te amoDepois, a madrugada invadeUm sonho em que tu me tinhasAmor de verdade!;17.656;Djavan;2025-09-07 12:34:07
Se...;https://www.letras.mus.br/djavan/69400/;Você disse que não sabe se nãoMas também não tem certeza que simQuer saber?Quando é assim, deixa vir do coraçãoVocê sabe que eu só penso em vocêVocê diz que vive pensando em mimPode ser, se é assimVocê tem que largar a mão do nãoSoltar essa louca, arder de paixãoNão há como doer pra decidirSó dizer sim ou nãoMas você adora um seEu levo a sério, mas você disfarçaVocê me diz à beça e eu nessa de horrorE me remete ao frio que vem lá do sulInsiste em zero a zero, e eu quero um a umSei lá o que te dá, não quer meu calorSão Jorge, por favor, me empresta o dragãoMais fácil aprender japonês em braileDo que você decidir se dá ou nãoVocê disse que não sabe se nãoMas também não tem certeza que simQuer saber?Quando é assim, deixa vir do coraçãoVocê sabe que eu só penso em vocêVocê diz que vive pensando em mimPode ser, se é assimVocê tem que largar a mão do nãoSoltar essa louca, arder de paixãoNão há como doer pra decidirSó dizer sim ou nãoMas você adora um seEu levo a sério, mas você disfarçaVocê me diz à beça e eu nessa de horrorE me remete ao frio que vem lá do sulInsiste em zero a zero, e eu quero um a umSei lá o que te dá, não quer meu calorSão Jorge, por favor, me empresta o dragãoMais fácil aprender japonês em braileDo que você decidir se dá ou não;4.640.269;Djavan;2025-09-07 12:34:07
Sêca;https://www.letras.mus.br/djavan/45544/;A terra se quebrando todaA fome que humilha a todosVida se alimenta de dorQue pobre povo sem socorroPor que será que Deus pôs aliO ser pra ser assim sofredor?Sob a brasa do sol padecerDo desdém do poder fingidoSem saber o que é ser felizViver, como se diz, dá medoApesar de se ter céu azulO mesmo lá do sul, mesmo Deus;14.615;Djavan;2025-09-07 12:34:07
Seduzir;https://www.letras.mus.br/djavan/45545/;Cantar é mover o domDo fundo de uma paixão, seduzirAs pedras, catedrais, coraçãoAmar é perder o tomNas comas da ilusãoRevelar todo sentidoVou andar, vou voar pra ver o mundoNem que eu bebesse o marEncheria o que eu tenho de fundoVou andar, vou voar pra ver o mundoNem que eu bebesse o marEncheria o que eu tenho de fundoVou andar, vou voar pra ver o mundoNem que eu bebesse o marEncheria o que eu tenho de fundoCantar é mover o domDo fundo de uma paixão, seduzirAs pedras, catedrais, coraçãoAmar é perder o tomNas comas da ilusãoRevelar todo sentidoVou andar, vou voar pra ver o mundoNem que eu bebesse o marEncheria o que eu tenho de fundoVou andar, vou voar pra ver o mundoNem que eu bebesse o marEncheria o que eu tenho de fundoVou andar, vou voar pra ver o mundoNem que eu bebesse o marEncheria o que eu tenho de fundoVou andar, vou voar pra ver o mundoNem que eu bebesse o marEncheria o que eu tenho de fundoVou andar, vou voar pra ver o mundoNem que eu bebesse o marEncheria o que eu tenho de fundoVou andar, vou voar pra ver o mundoNem que eu bebesse o marEncheria o que eu tenho de fundo;198.727;Djavan;2025-09-07 12:34:07
Segredo;https://www.letras.mus.br/djavan/45546/;Desses olhosTenho medoQuer dizer tudoTudo é segredoVejo em sua corQue tudo será tristeSe um dia eu deixar de te verO teu beijoEu inventoNa sala escuraDo sentimentoQuando bate a dorEu sei que o amor existeE onde vive que eu chamoE não vemSofrer, cantarSocorrer, fugir da paixãoPra que?Mesmo onde há certeza de doresQue flores dãoQue nem de algodãoVago em teu calorSou, sou tão leveSe o amor é breveDeixa nascerPra ver;35.849;Djavan;2025-09-07 12:34:08
Sem Saber;https://www.letras.mus.br/djavan/45547/;A vida já é um absurdoCom você longe, muito maisA estrada é ruimTransito que não vaiMas com a gente tudo ia em pazÉ você que esquenta sem saberVocê não me vê como eu souQuando vou te verDias sem calorQue fará? O que me dirá?Fui pra cama cedoTemendo o mistérioQue desasossegoMe diz o que quer - eu douE não douesperando nadaDouSilêncio da noiteA noite brilhandoMeu bem eu te adoroEu sigo pensando em vo..Vou não vou?Eu preciso dela, vou!Enfrentar o caosConceder é construirRetirar o salVamos ver, se ela sorrirSorrirei tambémE farei, seja o que forPra voltar atrásE o que mais vale o amor?;28.125;Djavan;2025-09-07 12:34:08
Sentimento Verdadeiro;https://www.letras.mus.br/djavan/11345/;Pode ser quem fornasceu pra ter amorsó não sabequando ele viráse é cerca de florou jogo de azarsó quem tem amorsabe contarum sentimento verdadeiropassa a céu e chãofaz do tormentopassageiro do coraçãovive por sisempre aprendendoa existirquase não pensa no que fazquando é pra se dartão queridoquanto nada maisé o que hásem se conterou é tudoou não dápra servaga entre o lírioda luz solare a agonia do quebra-marforjado em ourotesouroque não existe pra se comprarcomo um amigoestende a mãotingidade solidão;48.845;Djavan;2025-09-07 12:34:08
Serrado;https://www.letras.mus.br/djavan/45548/;Se o Senhor me for louvadoEu vou voltar pro meu cerradoPor ali ficou quem temperouO meu amor e semeou em mimEssa incrível saudadeSe é por vontade de DeusValei, valeiSe pedir a Deus pelo meu prazerNão for pecado, vou rezarPra quando eu voltar a reverTodas as brincadeiras do passadoCortejar meu cerradoEm dia, feriadoViva o cordão azul e encarnadoEu sei, serei feliz de novoMeu povo, deixa eu chorar com vocêSerei feliz de novoMeu povo, deixa eu chorar com vocêSerei feliz de novoMeu povo, deixa eu chorar;93.621;Djavan;2025-09-07 12:34:08
Sevilhando;https://www.letras.mus.br/djavan/sevilhando/;Andaluz é o marE o negro nosso trigoCantam pra confirmarAmor em cada abrigoOnde os dois proclamamQue só quem amaNão teme o perigoE não querem nadaAlém de a todosCom o canto encantarMas Sevilha plantouNa Alagoas nataUm fiel servidorA par do que se trataE uma música negraVai sevilhandoTudo ali na lataE só é inteiroO que aclamaToda forma de amorAo se falar de vidaVê-se o quanto é tão sérioNada mais é a vidaQue sede de um grande impérioDeus é quem dá o caminhoMas as pernas são as suasTrate de vencerA tudo quanto for subidaDecidaUma é saber comoA outra é nada saberQueria sândaloMas também podia ser camomilaOu mesmo lavandaOu vanilaPara enfrentar o viver;3.279;Sabe de quem é a composição? Envie pra gente.;2025-09-07 12:34:08
Sílaba;https://www.letras.mus.br/djavan/79143/;Quem me dirá não o que desejo nem o que seiMas aquilo de que precisoSem botar nem tirar uma sílaba?Quem saberá contar o enredoSem alterar o tom, o teor e o desfechoSem errar, nem mudar uma vírgula?Toda amizade tem seus deslizesDa empolgação à desilusãoÉ o afã que a gente temSabendo onde vai darNum cenário idealizadoBem que o desejo fala mais claroDiz logo ao que vem sem enrolaçãoMas se alguém insiste em ficar boiando na dorOra, faça-me o favor!;15.237;Djavan / Lulu Santos;2025-09-07 12:34:08
Sim Ou Não;https://www.letras.mus.br/djavan/45549/;Um dia preciso irNa casa da solidãoSó pra saberSe o que sofriDá pra beberOutra paixãoEm mimO amor se fezDo jeitoQue se inventouToda razãoPerde o seu fimSe um coraçãoFor o juizVai redimirO medo de amarSaudadeEnquantoO amor ferirE o prantoA dor sararNão digo nãoNem dou o simDeixoO meu coraçãoChorar por mim;50.993;Djavan;2025-09-07 12:34:09
Sina;https://www.letras.mus.br/djavan/45550/;Pai e mãe, ouro de minaCoração, desejo e sinaTudo mais, pura rotina, jazzTocarei seu nome pra poder falar de amorMinha princesa, art-nouveau da naturezaTudo o mais, pura beleza, jazzA luz de um grande prazerÉ irremediável neonQuando o grito do prazerAçoitar o ar, réveillonO luar, estrela-do-marO Sol e o domQuiçá, um dia, a fúria desse frontVirá lapidar o sonho até gerar o somComo querer caetanear o que há de bomO luar, estrela-do-marO Sol e o domQuiçá, um dia, a fúria desse frontVirá lapidar o sonho até gerar o somComo querer caetanear o que há de bomYeah, yeah, yeahPai e mãe, ouro de minaCoração, desejo e sinaTudo o mais, pura rotina, jazzTocarei seu nome pra poder falar de amorMinha princesa, art-nouveau da naturezaTudo o mais, pura beleza, jazzA luz de um grande prazerÉ irremediável neonQuando o grito do prazerAçoitar o ar, réveillonO luar, estrela-do-marO Sol e o domQuiçá, um dia, a fúria desse frontVirá lapidar o sonho até gerar o somComo querer caetanear o que há de bomO luar, estrela do marO Sol e o domQuiçá, um dia, a fúria desse frontVirá lapidar o sonho até gerar o somComo querer caetanear o que há de bomYeah, yeah, yeahYeah, yeah, yeahYeahYeah;2.347.759;Djavan;2025-09-07 12:34:09
Slogan (part. Sandra de Sá e Marina Lima);https://www.letras.mus.br/djavan/slogan-part-sandra-de-sa-e-marina-lima/;LarO catavento manda mundo girarÉ este o sloganLar, doce larO dia vem raiandoMãe IemanjáNos protejaAbençoe, minha mãeAs crianças de todo Brasil (Brasil)E de todo mundo tambémIemanjá!Livrai os povos da guerraE do amor aproxime-osMãe IemanjáLar, doce larO dia vem raiandoMãe IemanjáNos protejaSabe por que digo isto?Porque já vivi nesse mundo ao léuA necessidade obriga a raciocinarÉ quando pego a chorarPego a chorar, choroPorque cada um pode ter seu próprio larMãe IemanjáLar, doce larO dia vem raiandoMãe IemanjáNos protejaO catavento manda mundo girarÉ este o sloganSabe por que digo isto?Porque já vivi nesse mundo ao léuA necessidade obriga a raciocinarÉ quando pego a chorarPego a chorar, choroPorque cada um pode ter seu próprio lar;24;Cassiano;2025-09-07 12:34:09
So Bashiya Ba Hlala Ekhaya;https://www.letras.mus.br/djavan/1743212/;So bashiya ba hlala ekhayaSaphuma sangena kwamanye amanzweLathokumgazi khona ubaba no mamaHlale inkululekoSe si thi hlala ehkayaSe si thi ngena kwamanye amanzweLathokumgazi khona ubaba no mamaHlale inkululekoSo bashiya ba thobeniSaphuma sangena kwamanye amanzweLathokumgazi khona ubaba no mamaHlale inkululeko;7.271;Sabe de quem é a composição? Envie pra gente.;2025-09-07 12:34:09
Só Eu Sei (part. BK');https://www.letras.mus.br/djavan/so-eu-sei-part-bk/;Só eu sei (aham, aham, aham, aham)As esquinas por que passei-ei-ei-ei (fala)Só eu sei (só eu sei, só eu sei, só eu sei)Só eu seiSó eu sei (aham, aham, aham)As esquinas por que passei-ei-ei-eiSó eu sei (só eu sei, só eu sei, só eu sei)Só eu seiÓTudo tem que começar de algum lugar, lembra de nóis sem a chuteira?Só a vontade de jogar, huh, só a vontade de ganharEntão, até o fundo do poço era lugar pra treinarÉ que a vida é uma estrada e eu tô pisando fundoDe braços abertos pro mundoÓ, estamos de frente pro mar, você teme se molhar, eu mergulhoViver não me assusta maisMesmo com o peso do mundo, ser ágilSer de carne, ser de osso e ter a mente de açoTu sabe onde eu ando, mas não pode ver meus passosTe mostro como agir num ambiente onde ninguém é confiávelDeram murros, eu escapeiMe deram muros, eu escalei, óSem tempo pra orar e Ele pra me escutar, então sou rápidoSó falo com Deus: Me perdoe e obrigado e, humApós a tempestade, vou agradecer (agradecer)Quando acabar a guerra, vou agradecer (agradecer)Enquanto o Sol brilhar, vou agradecerAgradecerPorqueSó eu seiAs esquinas por que passei-ei-ei-eiSó eu seiSó eu sei (aham, aham)ÓTá no mapa do tesouroQue o caminho é perigosoÉ um campo minado, todos são alvosCom monstros que não têm coração, mas têm olhoQuase tudo brilha, quase nada é ouroQuase tudo é briga, quase mato e morroMas olha onde você tá procurando a verdadeA rua é covardeÓFazer grana pra ficar cobertoNinguém sabe quando o inverno chegaO topo é areia movediça, que eu nunca me esqueçaTrazemos ódio e disposição, lealdade, e você? O que que traz pra mesa?Viver muito como um rei, essa é minha respostaMinha vida nas dezesseis, essa é minha apostaE ninguém mora na minha mentePorque é lá que o perigo mora(Só eu sei)(Só eu sei)(As esquinas por que, só eu sei)(As esquinas por que passei-ei-ei-ei)Só eu sei (aham, aham, aham, aham)As esquinas por que passei-ei-ei-ei (fala)Só eu sei (só eu sei, só eu sei, só eu sei, hum)Só eu sei (só eu sei, só eu sei, só eu sei e)Só eu sei (ei, hey, ei)As esquinas por que passei-ei-ei-ei (aham, aham, aham, aham e)Só eu sei (só eu sei, só eu sei, só eu sei, ó)Só eu sei (só eu sei, só eu sei, só eu sei)Só eu sei;89;BK' / Djavan / NansySilvvz;2025-09-07 12:34:09
Só Pra Ser o Sol;https://www.letras.mus.br/djavan/so-pra-ser-o-sol/;Cheguei assim normal, cabreiroMas, chegando bemUhu! Você disse que vinha e veioNão acrediteiE cheguei a tremerPensei em você virando armárioPra chegar em mimQue bom! Te verTão linda e desejadaVocê comigo tudo é muito antigoNovo é amarEu quero o mundo pra te darA fim de te merecerO quanto esperei?Primeiro encontro:Tudo é tanto e como bate fundoPoder te amar e não pretenderMais nada nesse mundoUi, demorou, fuiPro meio do laçoAi, e quem não vaiEu vou e faço,Ali, como não ir?Agora é horaUi! Pronto já fui:Virou históriaLá, o céu azulE mesmo o marÉ todo azulPor ela!Fiquei assim, bobei, não seiNunca vi nada igualEu tenho pra mim que você veioSó pra ser o sol;19.058;Djavan;2025-09-07 12:34:09
Só Tinha de Ser Com Você;https://www.letras.mus.br/djavan/167896/;É, só tinha de ser com vocêHavia de ser prá vocêSenão era mais uma dorSenão não seria o amorAquele que o mundo não vêO amor que chegou para darO que ninguém deu prá vocêO amor que chegou para darO que ninguém deu prá vocêÉ, você que é feito de azulMe deixa morar neste azulMe deixa encontrar minha pazVocê que é bonito de maisSe ao menos pudesse saberQue eu sempre fui só de vocêE você sempre foi só de mimQue eu sempre fui só de vocêVocê sempre foi só de mimÉ, só eu sei quanto amor eu guardeiSem saber que era só prá vocêÉ, só eu sei quanto amor eu guardeiSem saber que era só prá vocêÉ, só tinha de ser com vocêHavia de ser prá vocêSenão era mais uma dorSenão não seria o amorAquele que o mundo não vêO amor que chegou para darO que ninguém deu prá vocêO amor que chegou para darO que ninguém deu prá você;88.553;Aloysio de Oliveira / Tom Jobim;2025-09-07 12:34:09
Solitude;https://www.letras.mus.br/djavan/solitude/;Amor em quedaMesmo tal moedaPerde cotaçãoUm mundo loucoEvolui aos poucosPela contramãoO erro invadeTudo o que é cidadeCai na imensidãoGuerra vende armas, mantém cargosDestrói sonhos, tudo de uma vezSensatezNão tem vezVidas fardos, meros dadosIncontáveis casos de desamorQuanta dorMuita dorParece tardeFalar de amizadeVer com o coraçãoE desse jeitoReparar defeitoEstendendo a mãoGuerra vende armas, mantém cargosDestrói sonhos, tudo de uma vezSensatezNão tem vezVidas fardos, meros dadosIncontáveis casos de desamorQuanta dorMuita dorQuem é que sabeO quanto lhe cabeDessa solitude?Por isso a horaDe fazer é agoraTome uma atitude;105.941;Djavan;2025-09-07 12:34:09
Sorri;https://www.letras.mus.br/djavan/45551/;SorriQuando a dor te torturarE a saudade atormentarOs teus dias tristonhos, vaziosSorriQuando tudo terminarQuando nada mais restarDo teu sonho encantadorSorriQuando o sol perder a luzE sentires uma cruzNos teus ombros cansados, doridosSorriVai mentindo a tua dorE ao notar que tu sorrisTodo mundo irá suporQue és felizSmile;505.149;Charles Chaplin / G;2025-09-07 12:34:10
Sorriso de Luz (part. Gilson Peranzzetta);https://www.letras.mus.br/djavan/sorriso-de-luz/;No primeiro olhar deu pra imaginarVai acontecerTentei evitar, mas ao desviarVi um céu de estrelasE ao sorrir, que luz!Seu riso tem uma luz que ninguém mais traduzSó o luarChegou pra ficar, pra iluminarE me enlouquecerAo se aproximar, não deu pra negarNão pude esconderLi no seu olhar, estava escrito láAté nas estrelasE ao sorrir, que luz!Que brilho ela possuiMeu Deus, ela seduz com o seu olharVeio pra ficar, pra me encantarE me envolverLoucos pra sonhar, foram se entregarSem ninguém saberRisos pelo ar, livres para amarSede de viverNão sei como foi, mas se a vida pôsTudo entre nós dois, então vai serE esse amor em nós vai sorrir apósCada amanhecerAo se aproximar, não deu pra negarNão pude esconderLi no seu olhar, estava escrito láAté nas estrelasE ao sorrir, que luz!Que brilho ela possuiMeu Deus, ela seduz com o seu olharVeio pra ficar, pra me encantarE me envolver;190.294;Gilson Peranzzetta / Nelson Wellington;2025-09-07 12:34:10
Soweto;https://www.letras.mus.br/djavan/85914/;Kinshasa, beiruteMaranhãoO negro que lutePra poder sonharEm mudar isso aquiO poder tem tantas mãosE só sabe mentirQuanto mais se dizE mais o povo querEleiçãoNinguém esperava verA terra estremecerCom o apartheidDeus salve sowetoCarícia e calorNos guetosDe cada canto do mundoMeu amorCom tantos assuntosE eu a te adorarAbsurdo seriaNão pensar que é normalSe armar todo diaPara combater o malO povo votariaE assim eu amareiA serra, a maréO litoralDeus salve sowetoSubtrai de governoOs que trairãoEsses nãoJá tem gente demaisA querer mandarO povo quer florescerE ganhar a vida;21.985;Djavan;2025-09-07 12:34:10
Stephen's Kingdom;https://www.letras.mus.br/djavan/stephens-kingdom/;Kinshasa, beirut, maranhaoA final salute to three fine soldiersAs their daddies had beenAs their sons would after themForgive me, my fatherBut the cause is lostAnd no one´s left to win it backWe have emptied the fountainPulled the last of the gold from the mountainFarewell now sowetoI will remember the rest of my daysA paraffin moonDistant fireA weary platoon on watch ´til morningToo frightened to sleepTo even take a breath too deepToo young to rememberHow it came to pass that back becameThe enemyWe have drunk from the fountainLined our pockets with gold fromThe mountainFarewell now sowetoAnd goodbye africaTo the sound of rifle and drumStephens´s kingdom has comeAnd has overcomeThere´s no power like the mightOf tomorrow´s dreamSound the rifle and drumStephen´s kingdom has comeAnd they will be doneThere´s no conquering the mightOf tomorrow´s dreamKinshasa, beirut, maranhaoA final salute to three fine soldiersAs their daddies had beenAs their sons would after themForgive me, my fatherBut the cause is lostAnd no one´s left to win it backWe have emptied the fountainPulled the last of the gold fromThe mountainFarewell now sowetoAnd goodbye africaTo the sound of rifle and drumStephens´s kingdom has comeAnd has overcomeThere´s no power like the mightOf tomorrow´s dreamSound the rifle and drumStephen´s kingdom has comeAnd they will be doneThere´s no conquering the mightOf tomorrow´s dreamThere´s no conquering the mightOf tomorrow´s dream;1.423;Djavan;2025-09-07 12:34:10
Sururu de Capote;https://www.letras.mus.br/djavan/81737/;Ê saravá é sucuriÊ sarará de pratajiEis o siri-de-coralSururu na casca é capoteNo nordeste tem Santo Antônio, São BenedictoTem matrimônio de corpo invictoQuatro pimentas um prato feitoUma tapa na venta pra quem não comer direitoÊ rapariga não se torturaDor de barriga, cidreira curaÉ na casinha que se fazAquela mocinha tá ficando um rapazEm São Paulo é bom, mas como lá eu não digoVou pegar ônibus vou rever meu umbigoEm São Paulo é bom, mas como lá eu não digoVou pegar ônibus vou rever meu umbigo;8.223;Djavan;2025-09-07 12:34:10
Tainá-Flor;https://www.letras.mus.br/djavan/98350/;Tainá quer bemA seus iguaisAos bichos tambémTainá querBem demaisQuer protegerDar seus cuidadosSeja porqueNão pode verNada erradoA floresta é seu lugarAli nasceu e se criouE aprendeu a amarFruto da mataTainá-FlorO pajé lhe confiouA pedra de muiraquitãLhe deu força e coragemNo calcanhar do caçadorTainá saiuHomem com serra de motorÁrvore nem viuLá pros ladosDo igarapé do arco-írisSeu povo e a mataConvivemOs bichos e o rioSão livres;15.443;Djavan;2025-09-07 12:34:10
Tanta Saudade;https://www.letras.mus.br/djavan/85915/;Era tanta saudadeÉ pra matarEu fiquei até doenteEu fiquei até doente, meninaSe eu não mato a saudadeÉ, deixa estarA saudade mata a genteA saudade mata a genteQuis saber o que é o desejoDe onde ele vemFui até o centro da terraE é mais alémProcurei uma saídaO amor não temEstava ficando loucoLouco, louco de querer bemQuis chegar até o limiteDe uma paixãoBaldear o oceanoCom a minha mãoEncontrar o sal da vidaE a solidãoEsgotar o apetiteTodo o apetite do coraçãoMas voltou a saudadeÉ, pra ficarAi, eu encarei de frenteAi, eu encarei de frente, meninaSe eu ficar na saudadeÉ, deixa estarA saudade engole a genteA saudade engole a gente, meninaAi amor, miragem minhaMinha linha do horizonteÉ monte atrás de monte, é monteA fonte nunca mais que secaAi, saudade, inda sou moçoAquele poço não tem fundoÉ um mundo e dentro um mundoE dentro um mundo e dentro um mundoE dentro é o mundo que me leva;164.294;Chico Buarque / Djavan;2025-09-07 12:34:10
Tão Raro;https://www.letras.mus.br/djavan/85916/;Naquele instanteEm que o dia caiE o sol finge brilharPra noiteTodos os pássarosBuscam um canto pra sonharE todo desejo é maior, hum!...Quer me torturar, hein?O que mais eu queroÉ saber se me quer ou nãoO que desejar, temO mais sinceroTudo em mim é vocêVeja bem, hum!...Naquele instanteEm que o dia caiE o sol finge brilharPra noiteTudo é tão raroQuanto é inviávelTer que se achar na vidaAmando só.;18.359;Djavan;2025-09-07 12:34:10
Tarzan, o Filho do Alfaiate;https://www.letras.mus.br/djavan/1296639/;Quem foi que disse que eu era forte?Nunca pratiquei esporte, nem conheço futebolO meu parceiro sempre foi o travesseiroE eu passo o ano inteiro sem ver um raio de SolA minha força bruta resideEm um clássico cabide, já cansado de sofrerMinha armadura é de casimira duraQue me dá musculatura, mas que pesa e faz doerEu poso pros fotógrafos, e distribuo autógrafosA todas as pequenas lá da praia de manhãUm argentino disse, me vendo em CopacabanaNo hay fuerza sobre-humana que detenga este TarzanDe lutas não entendo abacatePois o meu grande alfaiate não faz roupa pra brigarSou incapaz de machucar uma formigaNão há homem que consiga nos meus músculos pegarCheguei até a ser contratadoPra subir em um tablado, pra vencer um campeãoMas a empresa, pra evitar assassinatoRasgou logo o meu contrato quando me viu sem roupãoEu poso pros fotógrafos, e distribuo autógrafosA todas as pequenas lá da praia de manhãUm argentino disse, me vendo em CopacabanaNo hay fuerza sobre-humana que detenga este TarzanQuem foi que disse que eu era forte?Nunca pratiquei esporte, nem conheço futebolO meu parceiro sempre foi o travesseiroE eu passo o ano inteiro sem ver um raio de SolA minha força bruta resideEm um clássico cabide, já cansado de sofrerMinha armadura é de casimira duraQue me dá musculatura, mas que pesa e faz doer;4.732;Noel Rosa / Vadico;2025-09-07 12:34:11
Tem Boi Na Linha;https://www.letras.mus.br/djavan/85917/;Café com pão no Vera CruzJejum limão em JaperiA bolsa e a vida dançam nesse tremTe cuida!Sacola, cabaço, futuro, tutuTem boi na linha, seu Honório GurgelLá vai barão pras filipetasComendador entrou no pauTuriaçu sem gororobaFez desse trem cabrioléNegão quebrou a gabirobaÉ, é CordovilCavalo de ferro, tchhhhCavalo de ferro, tchhhhCavalo de ferro, tchhhhUdp-um, udp-dois, udp-três, udp-mil e udputisgrila udfêdapêCascudo, pedrada, cuspida, pisadaVai pra Anchieta, seu Vigário GeralEngavetou, descarrilhouDescarrilhei, quebrei tambémAi, Santa Cruz, não sou JesusNão sou Jesus em Santa CruzSomos zumbisTodos os santosMeu vai-e-vemParece o vaivém do tremParece o vaivém do tremParece o vaivém do trem;9.475;Aldir Blanc / Djavan / Paulo Emilio;2025-09-07 12:34:11
Temporal;https://www.letras.mus.br/djavan/85918/;Voce passa e tudo perde a graçameus olhos passam a depender de tinão tem jeito o estrago já foi feitofeito um temporal voce bate em mimO mar bateu, voce me pegoupra confirmar o sol desmaioua onda vai, meu coração carregaO mar bateu, voce me pegoupra confirmar o sol desmaioua onda vai, meu coração carregaVoce mente diz que é amor que senteseu sentimento é uma torre de areiavoce sabe , seu coração não abrenão minta não pra não ficar feiaO mar bateu, o vento soproue vai quebrar na minha dora onda vem , seu sentimento levaO mar bateu, o vento soproue vai quebrar na minha dora onda vem , seu sentimento levaQuem me dera ter o céu ser seu meninocom a lança da paixão vencer o seu destinoser a noite só pra te dar um sonhoonde eu estou pra te prender com um abraço;16.718;Djavan;2025-09-07 12:34:11
Tenha Calma / Sem Você;https://www.letras.mus.br/djavan/85919/;Quer me deixarNão sei porquêDeixa eu pensarPra sei lá, verO que fazerPra você ficar?Sem seu amorA vida passa em vãoSe você forO que é de vidro quebraNo meu coraçãoSeu olhar é lindoVer você sorrindoÉ demaisPor favor não fazMe dizer adeusVai me botar a perderTenha calmaNão se vá meu pop starTenha féTe prometo vir a serDo jeito que você querUm amor de mulherMeu amorMeu amor nuncaTe ausentes de mimPara que eu viva em pazPara que eu não sofra maisTanta mágoa assimNum mundo sem você;60.228;Djavan;2025-09-07 12:34:11
Tenho Medo de Ficar Só;https://www.letras.mus.br/djavan/tenho-medo-de-ficar-so/;Tenho medo de ficar sóSem um bem não se viveDesviveEu não suporto ser quem souQuando estou sem ninguémTudo é feito de ausênciaCarênciaConheço esse estadoTodos os ladosNada me faz felizE vivo sob um céu que nada me dizNão importa se amado eu forSó me vale o que eu sintoNão mintoAmar me faz superiorTudo queda aos meus pésTudo me é possívelOu crívelEsqueço os demais simples mortaisSó me interessa o amorAlguém para cultivar uma vida em flor;5.886;Djavan;2025-09-07 12:34:11
Them Belly Full;https://www.letras.mus.br/djavan/64665/;"Na-na-na-na-na-na-na-na-na;Na-na-na-na-na-na-na-na-na;Na-na-na-na-na-na-na-na-na;Na-na-na-na-na-na-na-na-na.Them belly full but we hungry.A hungry mob is a angry mob.A rain a-fall but the dirt it tough;A pot a-cook but the food no 'nough.You're gonna dance to JAH music, dance.We're gonna dance to JAH music, dance.Forget your troubles and dance.Forget your sorrow and dance.Forget your sickness and dance.Forget your weakness and dance.Cost of living get so high,Rich and poor, they start a cry.Now the weak must get strong.They say, ""Oh, what a tribulation.""Them belly full but we hungry.A hungry mob is a angry mob.A rain a-fall but the dirt it tough;A pot a-cook but the food no 'nough.We're gonna chuck to JAH music, chuckin'.We're chuckin' to JAH music, we're chuckin'.A belly full but them hungry.A angry mob is a angry mob.A rain a-fall but the dirt it tough;A pot a-cook but the food no 'nough.A angry man is a angry man.A rain a-fall but the dirt it tough;A pot a-cook but the food no 'nough.(Repeat)A angry mob is a angry mob.";3.950;Bob Marley;2025-09-07 12:34:11
Todas As Horas;https://www.letras.mus.br/djavan/85920/;As horas que passamE levam um pouco de mimSão horas findas e predestinadasA mesma ilusão sem fimSão horas que provam do meu sofrerHora H , dia DSão horas tontas da mesma bebidaQue nos faz na vida um atorHoras de fogo caídas no bronzeFeridas nas doses do amorFaz tanto tempo que eu me apaixoneiQue hoje sei bem melhorTodas as horasTodas as horasTodas as horas de cor;14.007;Djavan;2025-09-07 12:34:11
